"id","student_id","course_id","quiz1","quiz2","midterm","assignments","project","final","total","grade","status","created_at","updated_at"
"91083","1138","8","6","4","28","16","20","42","116","C","pass","2025-05-09 12:21:09","2025-05-09 12:21:09"
"91084","1138","9","5","7","23","16","12","45","108","C-","pass","2025-05-09 12:21:09","2025-05-09 12:21:09"
"91085","1138","10","5","7","15","26","20","45","118","C","pass","2025-05-09 12:21:09","2025-05-09 12:21:09"
"91086","1138","11","2","5","17","11","19","31","85","D-","pass","2025-05-09 12:21:09","2025-05-09 12:21:09"
"91087","1138","12","4","1","13","8","16","28","70","F","fail","2025-05-09 12:21:09","2025-05-09 12:21:09"
"91088","1138","13","2","7","18","20","18","39","104","D+","pass","2025-05-09 12:21:09","2025-05-09 12:21:09"
"91089","1138","14","6","5","19","12","27","40","109","C-","pass","2025-05-09 12:21:09","2025-05-09 12:21:09"
"91090","1138","15","2","5","23","16","13","45","104","D+","pass","2025-05-09 12:21:09","2025-05-09 12:21:09"
"91091","1138","16","1","7","18","4","20","28","78","F","fail","2025-05-09 12:21:09","2025-05-09 12:21:09"
"91092","1138","17","6","6","22","9","17","42","102","D+","pass","2025-05-09 12:21:10","2025-05-09 12:21:10"
"91093","1138","18","6","5","29","24","20","36","120","C+","pass","2025-05-09 12:21:10","2025-05-09 12:21:10"
"91094","1138","19","7","4","10","7","10","32","70","F","fail","2025-05-09 12:21:10","2025-05-09 12:21:10"
"91095","1138","20","7","3","21","5","14","49","99","D","pass","2025-05-09 12:21:10","2025-05-09 12:21:10"
"91096","1138","21","5","6","26","11","19","22","89","D-","pass","2025-05-09 12:21:10","2025-05-09 12:21:10"
"91097","1138","22","7","5","17","11","17","42","99","D","pass","2025-05-09 12:21:10","2025-05-09 12:21:10"
"91098","1138","23","6","6","17","1","12","35","77","F","fail","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91099","1138","24","5","6","27","19","21","32","110","C-","pass","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91100","1138","25","5","5","22","9","13","35","89","D-","pass","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91101","1138","26","0","5","8","21","23","41","98","D","pass","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91102","1138","27","4","3","18","18","17","43","103","D+","pass","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91103","1138","28","6","2","16","11","17","37","89","D-","pass","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91104","1138","29","6","7","20","6","29","36","104","D+","pass","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91105","1138","30","5","2","17","11","21","46","102","D+","pass","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91106","1138","31","2","5","22","7","16","43","95","D","pass","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91107","1138","32","3","4","26","14","17","51","115","C","pass","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91108","1138","33","6","4","30","7","17","45","109","C-","pass","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91109","1138","34","3","8","21","16","19","44","111","C","pass","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91110","1138","35","5","1","25","17","13","42","103","D+","pass","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91111","1138","36","6","4","19","9","21","33","92","D-","pass","2025-05-09 12:21:11","2025-05-09 12:21:11"
"91112","1138","37","4",NULL,"15","1",NULL,NULL,"20",NULL,NULL,"2025-05-09 12:21:11","2025-05-09 14:27:24"
"91113","1138","38","9",NULL,"21","1",NULL,NULL,"31",NULL,NULL,"2025-05-09 12:21:11","2025-05-09 14:27:26"
"91114","1138","39","6",NULL,"27","9",NULL,NULL,"42",NULL,NULL,"2025-05-09 12:21:11","2025-05-09 14:27:26"
"91115","1138","40","4",NULL,"15","6",NULL,NULL,"25",NULL,NULL,"2025-05-09 12:21:11","2025-05-09 14:27:27"
"91116","1138","41","8","5","22","6","10","34","85","D-","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91117","1138","42","3","5","14","9","22","21","74","F","fail","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91118","1138","43","7",NULL,"8","9",NULL,NULL,"24",NULL,NULL,"2025-05-09 12:21:12","2025-05-09 14:27:28"
"91119","1138","44","7","8","15","16","15","44","105","D+","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91120","1139","1","5","5","24","7","15","41","97","D","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91121","1139","2","2","5","12","15","20","42","96","D","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91122","1139","3","6","2","13","7","23","31","82","F","fail","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91123","1139","4","7","8","25","20","23","24","107","D+","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91124","1139","5","5","5","20","15","14","27","86","D-","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91125","1139","6","5","9","21","5","16","52","108","C-","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91126","1139","7","3","4","18","1","14","33","73","F","fail","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91127","1139","8","7","6","12","21","17","44","107","D+","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91128","1139","9","5","8","19","10","25","48","115","C","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91129","1139","10","9","3","9","3","24","41","89","D-","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91130","1139","11","5","4","17","13","24","27","90","D-","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91131","1139","12","5","6","13","20","24","46","114","C","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91132","1139","13","5","4","18","16","22","51","116","C","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91133","1139","14","3","3","30","20","12","46","114","C","pass","2025-05-09 12:21:12","2025-05-09 12:21:12"
"91134","1139","15","7","3","24","12","15","56","117","C","pass","2025-05-09 12:21:13","2025-05-09 12:21:13"
"91135","1139","16","4","2","28","14","28","43","119","C+","pass","2025-05-09 12:21:13","2025-05-09 12:21:13"
"91136","1139","17","7","4","20","10","18","38","97","D","pass","2025-05-09 12:21:13","2025-05-09 12:21:13"
"91137","1139","18","7","6","19","23","20","33","108","C-","pass","2025-05-09 12:21:13","2025-05-09 12:21:13"
"91138","1139","19","7","7","16","3","20","43","96","D","pass","2025-05-09 12:21:13","2025-05-09 12:21:13"
"91139","1139","20","2","6","17","15","18","46","104","D+","pass","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91140","1139","21","3","3","14","9","18","27","74","F","fail","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91141","1139","22","4","5","18","5","19","32","83","F","fail","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91142","1139","23","7","2","10","2","25","49","95","D","pass","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91143","1139","24","9","3","19","16","21","38","106","D+","pass","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91144","1139","25","4","4","14","11","12","29","74","F","fail","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91145","1139","26","8","5","19","13","21","19","85","D-","pass","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91146","1139","27","5","7","23","12","17","51","115","C","pass","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91147","1139","28","6","5","19","8","11","43","92","D-","pass","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91148","1139","29","6","4","21","5","13","37","86","D-","pass","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91149","1139","30","7","5","19","14","16","51","112","C","pass","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91150","1139","31","3","7","14","7","20","22","73","F","fail","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91151","1139","32","3","7","15","19","13","47","104","D+","pass","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91152","1139","33","4","2","16","19","18","27","86","D-","pass","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91153","1139","34","0","3","22","22","22","47","116","C","pass","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91154","1139","35","7","3","21","11","24","44","110","C-","pass","2025-05-09 12:21:14","2025-05-09 12:21:14"
"91155","1139","36","7","4","15","9","26","48","109","C-","pass","2025-05-09 12:21:15","2025-05-09 12:21:15"
"91156","1139","37","5",NULL,"18","12",NULL,NULL,"35",NULL,NULL,"2025-05-09 12:21:15","2025-05-09 14:27:30"
"91157","1139","38","4",NULL,"26","10",NULL,NULL,"40",NULL,NULL,"2025-05-09 12:21:15","2025-05-09 14:27:31"
"91158","1139","39","10",NULL,"12","6",NULL,NULL,"28",NULL,NULL,"2025-05-09 12:21:15","2025-05-09 14:27:32"
"91159","1139","40","3",NULL,"30","11",NULL,NULL,"44",NULL,NULL,"2025-05-09 12:21:15","2025-05-09 14:27:32"
"91160","1139","41","6","5","21","0","20","39","91","D-","pass","2025-05-09 12:21:15","2025-05-09 12:21:15"
"91161","1139","42","4","5","8","9","19","33","78","F","fail","2025-05-09 12:21:15","2025-05-09 12:21:15"
"91162","1139","43","3",NULL,"14","0",NULL,NULL,"17",NULL,NULL,"2025-05-09 12:21:15","2025-05-09 14:27:34"
"91163","1139","44","7","8","23","10","23","33","104","D+","pass","2025-05-09 12:21:15","2025-05-09 12:21:15"
"91164","1140","1","4","6","20","1","15","29","75","F","fail","2025-05-09 12:21:15","2025-05-09 12:21:15"
"91165","1140","2","6","2","17","0","14","29","68","F","fail","2025-05-09 12:21:15","2025-05-09 12:21:15"
"91166","1140","3","6","7","21","23","12","43","112","C","pass","2025-05-09 12:21:15","2025-05-09 12:21:15"
"91167","1140","4","10","7","23","8","16","45","109","C-","pass","2025-05-09 12:21:15","2025-05-09 12:21:15"
"91168","1140","5","5","4","28","4","22","31","94","D","pass","2025-05-09 12:21:15","2025-05-09 12:21:15"
"91169","1140","6","3","5","20","12","29","25","94","D","pass","2025-05-09 12:21:15","2025-05-09 12:21:15"
"91170","1140","7","2","6","23","3","16","44","94","D","pass","2025-05-09 12:21:15","2025-05-09 12:21:15"
"91171","1140","8","2","5","22","7","21","35","92","D-","pass","2025-05-09 12:21:15","2025-05-09 12:21:15"
"91172","1140","9","6","4","26","21","24","35","116","C","pass","2025-05-09 12:21:15","2025-05-09 12:21:15"
"91173","1140","10","5","3","17","12","18","40","95","D","pass","2025-05-09 12:21:16","2025-05-09 12:21:16"
"91174","1140","11","3","5","12","0","22","37","79","F","fail","2025-05-09 12:21:16","2025-05-09 12:21:16"
"91175","1140","12","4","6","16","2","21","37","86","D-","pass","2025-05-09 12:21:16","2025-05-09 12:21:16"
"91176","1140","13","7","5","14","9","20","36","91","D-","pass","2025-05-09 12:21:16","2025-05-09 12:21:16"
"91177","1140","14","6","3","17","1","30","42","99","D","pass","2025-05-09 12:21:16","2025-05-09 12:21:16"
"91178","1140","15","7","3","8","1","14","47","80","F","fail","2025-05-09 12:21:16","2025-05-09 12:21:16"
"91179","1140","16","3","7","17","8","12","41","88","D-","pass","2025-05-09 12:21:16","2025-05-09 12:21:16"
"91180","1140","17","6","8","12","13","22","21","82","F","fail","2025-05-09 12:21:16","2025-05-09 12:21:16"
"91181","1140","18","7","5","19","9","13","38","91","D-","pass","2025-05-09 12:21:16","2025-05-09 12:21:16"
"91182","1140","19","6","5","12","14","17","45","99","D","pass","2025-05-09 12:21:16","2025-05-09 12:21:16"
"91183","1140","20","4","5","17","11","19","39","95","D","pass","2025-05-09 12:21:16","2025-05-09 12:21:16"
"91184","1140","21","4","3","17","12","30","44","110","C-","pass","2025-05-09 12:21:16","2025-05-09 12:21:16"
"91185","1140","22","3","3","19","11","30","46","112","C","pass","2025-05-09 12:21:17","2025-05-09 12:21:17"
"91186","1140","23","5","3","21","7","17","38","91","D-","pass","2025-05-09 12:21:17","2025-05-09 12:21:17"
"91187","1140","24","5","8","21","17","16","38","105","D+","pass","2025-05-09 12:21:17","2025-05-09 12:21:17"
"91188","1140","25","5","5","22","11","17","49","109","C-","pass","2025-05-09 12:21:17","2025-05-09 12:21:17"
"91189","1140","26","8","8","15","21","22","41","115","C","pass","2025-05-09 12:21:17","2025-05-09 12:21:17"
"91190","1140","27","6","6","13","12","25","35","97","D","pass","2025-05-09 12:21:17","2025-05-09 12:21:17"
"91191","1140","28","5","8","27","8","19","33","100","D","pass","2025-05-09 12:21:17","2025-05-09 12:21:17"
"91192","1140","29","4","5","20","1","27","27","84","F","fail","2025-05-09 12:21:17","2025-05-09 12:21:17"
"91193","1140","30","8","8","22","5","27","47","117","C","pass","2025-05-09 12:21:17","2025-05-09 12:21:17"
"91194","1140","31","5","3","16","5","21","43","93","D-","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91195","1140","32","6","7","19","10","20","43","105","D+","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91196","1140","33","5","3","16","7","20","38","89","D-","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91197","1140","34","3","3","19","6","22","38","91","D-","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91198","1140","35","3","2","14","6","20","60","105","D+","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91199","1140","36","8","7","24","0","21","32","92","D-","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91200","1140","37","4",NULL,"10","7",NULL,NULL,"21",NULL,NULL,"2025-05-09 12:21:18","2025-05-09 14:27:35"
"91201","1140","38","7",NULL,"11","16",NULL,NULL,"34",NULL,NULL,"2025-05-09 12:21:18","2025-05-09 14:27:36"
"91202","1140","39","7",NULL,"29","12",NULL,NULL,"48",NULL,NULL,"2025-05-09 12:21:18","2025-05-09 14:27:38"
"91203","1140","40","9",NULL,"10","9",NULL,NULL,"28",NULL,NULL,"2025-05-09 12:21:18","2025-05-09 14:27:38"
"91204","1140","41","7","4","12","16","22","40","101","D","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91205","1140","42","8","4","21","17","15","45","110","C-","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91206","1140","43","7",NULL,"24","13",NULL,NULL,"44",NULL,NULL,"2025-05-09 12:21:18","2025-05-09 14:27:39"
"91207","1140","44","8","7","19","18","17","23","92","D-","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91208","1141","1","4","6","13","0","23","47","93","D-","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91209","1141","2","6","5","11","15","22","56","115","C","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91210","1141","3","7","3","26","17","20","26","99","D","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91211","1141","4","7","7","20","0","14","37","85","D-","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91212","1141","5","5","6","9","20","17","51","108","C-","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91213","1141","6","8","4","20","8","21","45","106","D+","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91214","1141","7","4","3","18","19","21","45","110","C-","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91215","1141","8","4","5","20","12","17","37","95","D","pass","2025-05-09 12:21:18","2025-05-09 12:21:18"
"91216","1141","9","5","4","17","8","14","44","92","D-","pass","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91217","1141","10","7","4","17","15","26","35","104","D+","pass","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91218","1141","11","4","4","25","3","21","39","96","D","pass","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91219","1141","12","2","4","20","13","17","38","94","D","pass","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91220","1141","13","6","3","20","24","15","31","99","D","pass","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91221","1141","14","4","4","17","12","19","43","99","D","pass","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91222","1141","15","3","5","21","13","7","47","96","D","pass","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91223","1141","16","4","3","19","11","22","50","109","C-","pass","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91224","1141","17","2","1","17","2","17","44","83","F","fail","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91225","1141","18","5","2","18","19","14","28","86","D-","pass","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91226","1141","19","6","7","18","10","27","36","104","D+","pass","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91227","1141","20","7","9","18","15","23","28","100","D","pass","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91228","1141","21","3","5","16","10","26","29","89","D-","pass","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91229","1141","22","4","5","15","19","21","30","94","D","pass","2025-05-09 12:21:19","2025-05-09 12:21:19"
"91230","1141","23","3","5","18","3","23","32","84","F","fail","2025-05-09 12:21:20","2025-05-09 12:21:20"
"91231","1141","24","2","7","14","22","13","41","99","D","pass","2025-05-09 12:21:20","2025-05-09 12:21:20"
"91232","1141","25","9","5","26","1","21","32","94","D","pass","2025-05-09 12:21:20","2025-05-09 12:21:20"
"91233","1141","26","1","5","28","14","18","30","96","D","pass","2025-05-09 12:21:20","2025-05-09 12:21:20"
"91234","1141","27","4","2","18","0","16","35","75","F","fail","2025-05-09 12:21:21","2025-05-09 12:21:21"
"91235","1141","28","6","4","9","17","16","29","81","F","fail","2025-05-09 12:21:21","2025-05-09 12:21:21"
"91236","1141","29","3","6","19","11","20","40","99","D","pass","2025-05-09 12:21:21","2025-05-09 12:21:21"
"91237","1141","30","8","7","27","8","17","43","110","C-","pass","2025-05-09 12:21:21","2025-05-09 12:21:21"
"91238","1141","31","4","3","20","9","19","31","86","D-","pass","2025-05-09 12:21:21","2025-05-09 12:21:21"
"91239","1141","32","5","4","21","24","13","37","104","D+","pass","2025-05-09 12:21:21","2025-05-09 12:21:21"
"91240","1141","33","5","9","23","9","17","30","93","D-","pass","2025-05-09 12:21:21","2025-05-09 12:21:21"
"91241","1141","34","7","8","11","4","19","45","94","D","pass","2025-05-09 12:21:21","2025-05-09 12:21:21"
"91242","1141","35","2","3","15","12","17","45","94","D","pass","2025-05-09 12:21:21","2025-05-09 12:21:21"
"91243","1141","36","2","4","30","22","28","52","138","B+","pass","2025-05-09 12:21:21","2025-05-09 12:21:21"
"91244","1141","37","3",NULL,"7","9",NULL,NULL,"19",NULL,NULL,"2025-05-09 12:21:21","2025-05-09 14:27:39"
"91245","1141","38","9",NULL,"16","13",NULL,NULL,"38",NULL,NULL,"2025-05-09 12:21:21","2025-05-09 14:27:40"
"91246","1141","39","10",NULL,"25","8",NULL,NULL,"43",NULL,NULL,"2025-05-09 12:21:21","2025-05-09 14:27:42"
"91247","1141","40","8",NULL,"30","4",NULL,NULL,"42",NULL,NULL,"2025-05-09 12:21:21","2025-05-09 14:27:42"
"91248","1141","41","2","4","19","10","16","36","87","D-","pass","2025-05-09 12:21:21","2025-05-09 12:21:21"
"91249","1141","42","7","5","10","8","16","29","75","F","fail","2025-05-09 12:21:22","2025-05-09 12:21:22"
"91250","1141","43","8",NULL,"20","0",NULL,NULL,"28",NULL,NULL,"2025-05-09 12:21:22","2025-05-09 14:27:43"
"91251","1141","44","1","8","17","12","21","43","102","D+","pass","2025-05-09 12:21:22","2025-05-09 12:21:22"
"91252","1142","1","3","7","11","4","24","36","85","D-","pass","2025-05-09 12:21:22","2025-05-09 12:21:22"
"91253","1142","2","6","6","24","11","14","38","99","D","pass","2025-05-09 12:21:22","2025-05-09 12:21:22"
"91254","1142","3","3","5","14","11","23","47","103","D+","pass","2025-05-09 12:21:22","2025-05-09 12:21:22"
"91255","1142","4","10","7","19","15","18","42","111","C","pass","2025-05-09 12:21:22","2025-05-09 12:21:22"
"91256","1142","5","10","9","19","25","28","43","134","B","pass","2025-05-09 12:21:22","2025-05-09 12:21:22"
"91257","1142","6","5","6","18","1","11","44","85","D-","pass","2025-05-09 12:21:22","2025-05-09 12:21:22"
"91258","1142","7","7","5","15","1","16","36","80","F","fail","2025-05-09 12:21:22","2025-05-09 12:21:22"
"91259","1142","8","9","7","9","12","14","43","94","D","pass","2025-05-09 12:21:22","2025-05-09 12:21:22"
"91260","1142","9","5","6","21","15","19","34","100","D","pass","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91261","1142","10","5","7","22","14","19","33","100","D","pass","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91262","1142","11","3","7","19","3","17","32","81","F","fail","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91263","1142","12","6","2","17","15","19","36","95","D","pass","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91264","1142","13","4","7","19","14","19","38","101","D","pass","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91265","1142","14","6","5","12","18","20","34","95","D","pass","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91266","1142","15","4","3","19","6","9","26","67","F","fail","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91267","1142","16","5","3","19","16","24","41","108","C-","pass","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91268","1142","17","5","4","21","9","24","38","101","D","pass","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91269","1142","18","3","8","13","5","23","45","97","D","pass","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91270","1142","19","4","5","14","10","15","33","81","F","fail","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91271","1142","20","5","7","24","11","21","46","114","C","pass","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91272","1142","21","6","7","16","26","16","37","108","C-","pass","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91273","1142","22","5","6","28","11","20","44","114","C","pass","2025-05-09 12:21:23","2025-05-09 12:21:23"
"91274","1142","23","2","9","27","16","18","44","116","C","pass","2025-05-09 12:21:24","2025-05-09 12:21:24"
"91275","1142","24","4","4","19","18","19","42","106","D+","pass","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91276","1142","25","6","8","18","11","24","25","92","D-","pass","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91277","1142","26","3","7","15","17","17","38","97","D","pass","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91278","1142","27","6","6","11","10","18","45","96","D","pass","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91279","1142","28","5","4","13","16","21","30","89","D-","pass","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91280","1142","29","3","4","15","6","23","44","95","D","pass","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91281","1142","30","7","5","18","16","16","39","101","D","pass","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91282","1142","31","8","8","29","5","23","43","116","C","pass","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91283","1142","32","6","4","24","5","20","46","105","D+","pass","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91284","1142","33","6","4","26","4","24","33","97","D","pass","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91285","1142","34","6","5","19","23","17","37","107","D+","pass","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91286","1142","35","6","1","16","14","14","25","76","F","fail","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91287","1142","36","6","4","24","23","21","28","106","D+","pass","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91288","1142","37","8",NULL,"4","15",NULL,NULL,"27",NULL,NULL,"2025-05-09 12:21:25","2025-05-09 14:27:44"
"91289","1142","38","4",NULL,"9","6",NULL,NULL,"19",NULL,NULL,"2025-05-09 12:21:25","2025-05-09 14:27:45"
"91290","1142","39","6",NULL,"27","14",NULL,NULL,"47",NULL,NULL,"2025-05-09 12:21:25","2025-05-09 14:27:47"
"91291","1142","40","6",NULL,"27","8",NULL,NULL,"41",NULL,NULL,"2025-05-09 12:21:25","2025-05-09 14:27:48"
"91292","1142","41","3","7","22","24","16","53","125","B-","pass","2025-05-09 12:21:25","2025-05-09 12:21:25"
"91293","1142","42","3","7","18","15","25","47","115","C","pass","2025-05-09 12:21:26","2025-05-09 12:21:26"
"91294","1142","43","10",NULL,"9","18",NULL,NULL,"37",NULL,NULL,"2025-05-09 12:21:26","2025-05-09 14:27:49"
"91295","1142","44","8","6","15","6","19","46","100","D","pass","2025-05-09 12:21:26","2025-05-09 12:21:26"
"91296","1143","1","4","7","16","8","29","50","114","C","pass","2025-05-09 12:21:26","2025-05-09 12:21:26"
"91297","1143","2","5","5","18","12","15","13","68","F","fail","2025-05-09 12:21:26","2025-05-09 12:21:26"
"91298","1143","3","5","6","20","16","20","31","98","D","pass","2025-05-09 12:21:26","2025-05-09 12:21:26"
"91299","1143","4","6","4","26","13","8","30","87","D-","pass","2025-05-09 12:21:26","2025-05-09 12:21:26"
"91300","1143","5","2","5","18","8","22","34","89","D-","pass","2025-05-09 12:21:26","2025-05-09 12:21:26"
"91301","1143","6","3","4","21","19","18","40","105","D+","pass","2025-05-09 12:21:26","2025-05-09 12:21:26"
"91302","1143","7","3","5","14","9","18","39","88","D-","pass","2025-05-09 12:21:26","2025-05-09 12:21:26"
"91303","1143","8","6","7","20","20","22","37","112","C","pass","2025-05-09 12:21:26","2025-05-09 12:21:26"
"91304","1143","9","5","6","15","15","13","43","97","D","pass","2025-05-09 12:21:26","2025-05-09 12:21:26"
"91305","1143","10","6","3","15","9","16","48","97","D","pass","2025-05-09 12:21:27","2025-05-09 12:21:27"
"91306","1143","11","7","6","27","5","19","34","98","D","pass","2025-05-09 12:21:27","2025-05-09 12:21:27"
"91307","1143","12","7","5","12","18","23","42","107","D+","pass","2025-05-09 12:21:27","2025-05-09 12:21:27"
"91308","1143","13","6","2","18","0","10","35","71","F","fail","2025-05-09 12:21:27","2025-05-09 12:21:27"
"91309","1143","14","5","6","15","19","9","52","106","D+","pass","2025-05-09 12:21:27","2025-05-09 12:21:27"
"91310","1143","15","2","2","22","18","19","46","109","C-","pass","2025-05-09 12:21:27","2025-05-09 12:21:27"
"91311","1143","16","7","2","25","12","14","37","97","D","pass","2025-05-09 12:21:27","2025-05-09 12:21:27"
"91312","1143","17","8","5","24","14","15","31","97","D","pass","2025-05-09 12:21:27","2025-05-09 12:21:27"
"91313","1143","18","5","7","29","17","20","36","114","C","pass","2025-05-09 12:21:27","2025-05-09 12:21:27"
"91314","1143","19","4","3","14","10","25","31","87","D-","pass","2025-05-09 12:21:27","2025-05-09 12:21:27"
"91315","1143","20","4","2","22","20","15","26","89","D-","pass","2025-05-09 12:21:27","2025-05-09 12:21:27"
"91316","1143","21","3","6","20","19","24","19","91","D-","pass","2025-05-09 12:21:27","2025-05-09 12:21:27"
"91317","1143","22","5","6","15","0","9","42","77","F","fail","2025-05-09 12:21:27","2025-05-09 12:21:27"
"91318","1143","23","4","5","15","19","20","52","115","C","pass","2025-05-09 12:21:28","2025-05-09 12:21:28"
"91319","1143","24","7","6","18","13","12","40","96","D","pass","2025-05-09 12:21:28","2025-05-09 12:21:28"
"91320","1143","25","5","8","15","8","21","48","105","D+","pass","2025-05-09 12:21:28","2025-05-09 12:21:28"
"91321","1143","26","4","5","26","0","18","32","85","D-","pass","2025-05-09 12:21:28","2025-05-09 12:21:28"
"91322","1143","27","4","5","26","16","21","40","112","C","pass","2025-05-09 12:21:28","2025-05-09 12:21:28"
"91323","1143","28","7","2","23","3","23","43","101","D","pass","2025-05-09 12:21:28","2025-05-09 12:21:28"
"91324","1143","29","4","8","18","2","18","43","93","D-","pass","2025-05-09 12:21:29","2025-05-09 12:21:29"
"91325","1143","30","3","7","12","10","30","49","111","C","pass","2025-05-09 12:21:29","2025-05-09 12:21:29"
"91326","1143","31","7","5","15","0","15","30","72","F","fail","2025-05-09 12:21:29","2025-05-09 12:21:29"
"91327","1143","32","8","8","15","13","21","36","101","D","pass","2025-05-09 12:21:29","2025-05-09 12:21:29"
"91328","1143","33","3","5","20","2","11","43","84","F","fail","2025-05-09 12:21:29","2025-05-09 12:21:29"
